City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Acreage,Property Type,Square Footage,Garage,Parking,Basement,Exterior,Fireplace,Heating,Flooring,Roof,Waterfront,Sewer,Pool,Garden,Balcony
Kelowna,BC,49.8938277,-119.3915464,1425000.0,3.0,1.0,0.24,Single Family,1200.0,No,No,Finished,Wood,No,forced air,carpet,tar,No,municipal,No,No,No
Kelowna,BC,49.8934419,-119.3916644,1499000.0,5.0,2.0,0.26,Single Family,2016.0,No,No,Finished,Concrete,No,radiant,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.893657,-119.391554,1499000.0,5.0,2.0,0.26,Single Family,2016.0,Yes,Yes,Finished,Concrete,No,radiant,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8930681,-119.3915504,1399000.0,4.0,1.0,0.21,Single Family,2000.0,Yes,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9018974,-119.3874359,1350000.0,3.0,2.0,0.3,Single Family,1748.0,Yes,Yes,Partial,Wood,Yes,heat pump,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8128201,-119.4927807,2200000.0,3.0,2.0,6.6,Single Family,2183.0,Yes,Yes,Finished,Wood,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.9337622,-119.4347087,899000.0,5.0,2.0,0.11,Single Family,1808.0,No,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8653366,-119.4747028,1070000.0,2.0,2.0,0.13,Single Family,1188.0,No,No,No basement,Composite,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8651972,-119.474704,1070000.0,2.0,2.0,0.13,Single Family,1510.0,Yes,No,No basement,Vinyl,No,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8624624,-119.4739101,1799900.0,6.0,2.0,0.33,Single Family,2215.0,No,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8627365,-119.474721,1201733.0,3.0,2.0,0.13,Single Family,1616.0,Yes,Yes,Finished,Concrete,No,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8628082,-119.4752681,1793495.0,5.0,3.0,0.19,Single Family,1872.0,No,No,Finished,Vinyl,No,radiant,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8512454,-119.5683344,1198000.0,6.0,5.0,0.33,Single Family,3152.0,Yes,No,Finished,Composite,Yes,forced air,tile,asphalt,No,municipal,No,No,No
Lake Country,BC,50.026104,-119.4211273,1700000.0,4.0,3.0,3.56,Single Family,2724.0,Yes,No,Finished,Wood,No,forced air,tile,asphalt,No,septic,No,No,No
Lake Country,BC,50.0394059,-119.3866395,829900.0,3.0,2.0,0.27,Single Family,1938.0,Yes,No,Finished,Metal,Yes,forced air,laminate,asphalt,No,municipal,No,No,No
Kelowna,BC,49.798343,-119.4857544,1039000.0,4.0,3.0,0.19,Single Family,2620.0,Yes,No,Finished,Vinyl,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8056686,-119.4870686,2299900.0,4.0,6.0,0.25,Single Family,5084.0,Yes,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8722802,-119.2066663,1299000.0,4.0,2.0,10.7,Single Family,2240.0,Yes,No,Finished,Composite,Yes,radiant,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.7947858,-119.5030452,1499000.0,3.0,4.0,0.26,Single Family,3670.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Peachland,BC,49.7646229,-119.751185,2300000.0,3.0,3.0,2.84,Single Family,2450.0,No,No,Finished,Wood,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.7953774,-119.503979,1238000.0,4.0,4.0,0.22,Single Family,3397.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.7880707,-119.5140991,1549000.0,7.0,4.0,0.13,Single Family,4037.0,Yes,No,Finished,Composite,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Lake Country,BC,50.0060787,-119.4371233,2335000.0,4.0,4.0,2.45,Single Family,4049.0,Yes,Yes,Finished,Concrete,Yes,forced air,concrete,other,No,septic,No,No,No
Kelowna,BC,49.997857,-119.4075254,1649900.0,6.0,5.0,6.49,Single Family,3409.0,No,No,No basement,Composite,No,heat pump,wood,metal,No,septic,No,No,No
Kelowna,BC,49.7945882,-119.5043869,1348800.0,4.0,4.0,0.17,Single Family,3487.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.7837365,-119.5682807,7549000.0,5.0,8.0,2.31,Single Family,7766.0,Yes,No,Finished,Brick,Yes,alt heat,carpet,tile,No,septic,No,No,No
Creston,BC,49.0910645,-116.4637146,529000.0,5.0,3.0,0.49,Single Family,2989.0,No,No,Partial,Concrete,Yes,forced air,carpet,metal,No,septic,No,No,No
Creston,BC,49.1026502,-116.5187048,375000.0,3.0,2.0,0.16,Single Family,1110.0,Yes,Yes,Finished,Composite,No,forced air,laminate,asphalt,No,municipal,No,No,No
Dawson Creek,BC,55.9502678,-120.1358337,765000.0,4.0,1.0,154.0,Single Family,2697.0,Yes,No,Finished,Vinyl,Yes,forced air,carpet,asphalt,No,none,No,No,No
Dawson Creek,BC,55.8969574,-120.3499527,975000.0,5.0,4.0,79.81,Single Family,3628.0,Yes,Yes,Finished,Vinyl,No,fireplace,wood,asphalt,No,none,No,No,No
Creston,BC,49.0926257,-116.4972031,427000.0,3.0,3.0,0.18,Single Family,1924.0,No,Yes,Finished,Wood,No,radiant,vinyl,asphalt,No,municipal,No,No,No
Nelson,BC,49.49728,-117.283641,950000.0,3.0,4.0,0.17,Single Family,3550.0,No,No,Partial,Wood,Yes,boiler,wood,asphalt,No,municipal,No,No,No
Creston,BC,49.096817,-116.5196915,715000.0,4.0,1.0,4.25,Single Family,2398.0,Yes,Yes,Finished,Concrete,No,forced air,carpet,asphalt,No,septic,No,No,No
Skookumchuck,BC,49.9799767,-115.6759841,995000.0,2.0,2.0,10.5,Single Family,3037.0,No,Yes,Finished,Wood,Yes,forced air,wood,metal,No,septic,No,No,No
Creston,BC,49.0920193,-116.5137237,447500.0,3.0,1.0,0.14,Single Family,1700.0,No,No,Partial,Wood,No,forced air,other,asphalt,No,municipal,No,No,No
Cranbrook,BC,49.4937943,-115.7595121,659900.0,3.0,3.0,0.17,Single Family,2367.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Windermere,BC,50.4900589,-115.9908752,629000.0,3.0,2.0,0.02,Single Family,1607.0,No,No,Finished,Metal,No,forced air,carpet,asphalt,No,municipal,No,No,No
Cranbrook,BC,49.4976901,-115.7770213,449900.0,5.0,2.0,0.14,Single Family,1695.0,No,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Cranbrook,BC,49.5081482,-115.7398987,609900.0,3.0,3.0,0.17,Single Family,2771.0,Yes,No,Finished,Vinyl,No,forced air,carpet,asphalt,No,municipal,No,No,No
Nelson,BC,49.6197701,-117.0120926,998000.0,3.0,3.0,1.11,Single Family,2729.0,Yes,No,Finished,Composite,Yes,alt heat,wood,asphalt,No,none,No,No,No
Jaffray,BC,49.3734711,-115.2987937,850000.0,3.0,3.0,0.74,Single Family,1584.0,Yes,No,No basement,Vinyl,No,forced air,carpet,asphalt,No,septic,No,No,No
Nelson,BC,49.620709,-117.0094677,1175000.0,3.0,3.0,1.39,Single Family,2779.0,Yes,No,Finished,Composite,Yes,forced air,other,asphalt,No,septic,No,No,No
Nelson,BC,49.503893,-117.273095,659000.0,3.0,1.0,0.15,Single Family,1200.0,No,No,No basement,Vinyl,No,forced air,tile,asphalt,No,municipal,No,No,No
Fernie,BC,49.5005684,-115.0735779,1200000.0,5.0,3.0,0.25,Single Family,2643.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,metal,No,municipal,No,No,No
Harrop,BC,49.6015233,-117.0613471,1575000.0,2.0,1.0,28.69,Single Family,1084.0,Yes,Yes,No basement,Metal,Yes,radiant,wood,asphalt,No,none,No,No,No
Kaslo,BC,49.9155464,-116.9195938,599000.0,3.0,2.0,0.21,Single Family,1769.0,Yes,Yes,Finished,Wood,Yes,radiant,wood,metal,No,none,No,No,No
Fairmont Hot Springs,BC,50.3168822,-115.8519807,1849999.0,4.0,4.0,8.81,Single Family,3475.0,Yes,Yes,Finished,Composite,Yes,forced air,wood,asphalt,No,septic,No,No,No
Riondel,BC,49.7274895,-116.8509903,575000.0,2.0,1.0,22.81,Single Family,1248.0,No,No,No basement,Wood,Yes,fireplace,wood,metal,No,septic,No,No,No
Windermere,BC,50.4585097,-115.9869331,1250000.0,5.0,5.0,0.39,Single Family,4690.0,Yes,No,Finished,Concrete,Yes,forced air,wood,asphalt,No,septic,No,No,No
Creston,BC,49.101455,-116.466032,1449888.0,5.0,5.0,1.72,Single Family,3850.0,Yes,Yes,Finished,Composite,Yes,alt heat,carpet,asphalt,No,septic,No,No,No
Wynndel,BC,49.1656647,-116.5404968,849900.0,3.0,2.0,1.27,Single Family,2541.0,Yes,No,Finished,Vinyl,Yes,forced air,carpet,asphalt,No,none,No,No,No
Jaffray,BC,49.3755497,-115.2964861,779000.0,4.0,3.0,1.05,Single Family,3657.0,No,Yes,Finished,Wood,Yes,forced air,carpet,metal,No,septic,No,No,No
Kaslo,BC,49.9122047,-116.9199677,389000.0,3.0,1.0,0.13,Single Family,1026.0,No,No,No basement,Vinyl,No,radiant,carpet,metal,No,none,No,No,No
Harrop,BC,49.604538,-117.0148392,745000.0,4.0,3.0,2.58,Single Family,2765.0,Yes,No,Finished,Vinyl,Yes,radiant,wood,asphalt,No,septic,No,No,No
Windermere,BC,50.4548349,-115.9735998,989000.0,3.0,2.0,2.52,Single Family,1464.0,No,Yes,No basement,Concrete,Yes,radiant,carpet,asphalt,No,septic,No,No,No
Invermere,BC,50.5079193,-116.0348129,949000.0,4.0,3.0,0.7,Single Family,2842.0,Yes,Yes,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Creston,BC,49.0959167,-116.5002365,749000.0,4.0,3.0,0.28,Single Family,3026.0,No,No,Finished,Concrete,Yes,boiler,vinyl,asphalt,No,municipal,No,No,No
Erickson,BC,49.098906,-116.491551,788000.0,4.0,2.0,12.74,Single Family,2588.0,Yes,Yes,Finished,Vinyl,Yes,forced air,vinyl,asphalt,No,septic,No,No,No
Creston,BC,49.0911484,-116.5215378,647900.0,3.0,2.0,0.16,Single Family,2055.0,No,Yes,No basement,Vinyl,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Panorama,BC,50.4438477,-116.2521744,1499000.0,5.0,6.0,0.22,Single Family,3411.0,Yes,No,Finished,Wood,Yes,radiant,carpet,asphalt,No,municipal,No,No,No
Cranbrook,BC,49.577505,-115.7939296,634900.0,4.0,2.0,0.15,Single Family,1874.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Invermere,BC,50.4970512,-116.0475159,1149000.0,4.0,3.0,0.21,Single Family,2784.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Fairmont Hot Springs,BC,50.3251963,-115.861648,744900.0,6.0,4.0,0.34,Single Family,3374.0,Yes,No,Finished,Wood,Yes,forced air,carpet,metal,No,municipal,No,No,No
Cranbrook,BC,49.4941463,-115.7769607,599000.0,4.0,2.0,0.17,Single Family,2524.0,Yes,Yes,Finished,Brick,Yes,forced air,wood,other,No,municipal,No,No,No
Creston,BC,49.0972137,-116.5136337,549900.0,6.0,3.0,0.18,Single Family,2053.0,Yes,Yes,Partial,Vinyl,No,forced air,carpet,asphalt,No,municipal,No,No,No
Fernie,BC,49.5015549,-115.0718026,745500.0,2.0,1.0,0.12,Single Family,925.0,Yes,No,Partial,Wood,Yes,forced air,tile,asphalt,No,municipal,No,No,No
Ainsworth,BC,49.7264709,-116.9116211,748000.0,2.0,2.0,4.1,Single Family,1733.0,No,No,No basement,Wood,Yes,radiant,wood,metal,No,none,No,No,No
Sparwood,BC,49.7302692,-114.8920594,489000.0,4.0,2.0,0.16,Single Family,1751.0,No,Yes,Finished,Metal,No,forced air,carpet,asphalt,No,municipal,No,No,No
Cranbrook,BC,49.501749,-115.752733,649900.0,6.0,3.0,0.2,Single Family,3212.0,Yes,No,Finished,Brick,Yes,radiant,carpet,other,No,municipal,No,No,No
Creston,BC,49.1806068,-116.5400085,629000.0,3.0,2.0,0.8,Single Family,1929.0,Yes,No,No basement,Vinyl,Yes,forced air,wood,asphalt,No,septic,No,No,No
Nelson,BC,49.501677,-117.279907,899000.0,5.0,4.0,0.17,Single Family,4190.0,No,No,Finished,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Nelson,BC,49.5583916,-117.2465057,2058000.0,3.0,3.0,0.5,Single Family,2659.0,No,Yes,Finished,Vinyl,Yes,forced air,carpet,asphalt,No,none,No,No,No
Cranbrook,BC,49.5207041,-115.7486483,564900.0,4.0,3.0,0.12,Single Family,2049.0,Yes,Yes,Finished,Vinyl,No,forced air,laminate,asphalt,No,municipal,No,No,No
